id,f1,f2,b4,det_entropy_log_1_coef,det_TKEO_std_3_coef,det_TKEO_std_6_coef,app_TKEO_std_3_coef,det_LT_entropy_log_1_coef,app_LT_entropy_shannon_7_coef,tqwt_entropy_shannon_dec_11,tqwt_entropy_shannon_dec_15,tqwt_entropy_shannon_dec_17,tqwt_entropy_shannon_dec_18,tqwt_entropy_shannon_dec_19,tqwt_entropy_shannon_dec_20,tqwt_entropy_shannon_dec_27,tqwt_entropy_log_dec_17,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_27,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_31,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_36,class
23,600.6539016,1050.394364,471.3640327,-708.0747,1.4078,9.798,27012.3306,-1742.1308,-376457.32,14.0014,967.1017,716.6392,683.1823,420.3806,136.1952,-79.8969,-28319.7919,-22040.5367,-19840.6153,-22318.3897,-5904.725,-6470.1694,-1149.3637,-1476.2657,-3841.112,-3137.5314,-2899.8333,-2483.918,-1986.8735,-1577.0062,1
23,533.1136919,1034.208091,201.1945396,-770.1717,2.0696,12.0218,27154.1979,-1805.2095,-376424.3372,14.2866,763.5602,908.3666,939.2859,626.0891,142.83,-2101.2151,-24064.3132,-17675.955,-16261.1186,-22192.3655,-3828.1287,-5092.0606,-62.1353,-573.92,-2972.7945,-2641.0425,-2416.9992,-2266.4184,-1837.9867,-1418.75,1
23,644.9773335,1110.589491,355.9262676,-639.2932,651.3441,901.3468,28910.4756,-1669.4028,-370306.0514,20.1482,834.6083,703.55,581.6619,406.4306,239.5298,-2626.5068,-28044.3657,-23788.5407,-21142.9798,-18399.5724,-5732.4191,-5717.018,-578.2276,-963.455,-3168.0996,-2537.2858,-2370.6299,-2184.3587,-1753.8946,-1602.643,1
24,726.74683,1420.968685,135.8694972,-586.8342,1513.7084,1391.1206,55853.2084,-1692.5894,-441079.1673,193.3842,717.6675,1231.2959,1059.7504,402.4768,517.7823,92.9795,-19960.1873,-15814.8032,-22046.0012,-13766.3776,-10189.066,-2159.4758,-4749.3199,-2674.5317,-2205.9656,-1788.5776,-1548.9113,-1422.3522,-1180.5764,-1314.119,0
24,740.4099686,1636.826889,121.2074368,-550.7891,2.6443,7.8442,59996.357,-1673.8702,-450615.605,242.591,747.7987,1568.6713,1246.5655,491.0188,573.8233,11.8034,-14319.3268,-13372.2821,-18559.7021,-13016.2762,-9466.5301,-2498.1613,-7774.4916,-5426.3098,-2810.2331,-2110.4077,-1947.7457,-1910.4274,-1432.7818,-1378.1688,0
24,682.9401146,1384.748256,209.2219396,-439.8439,1622.1646,27806.5075,69828.8709,-1509.2611,-445591.6968,236.7291,568.9142,1482.4071,1178.2422,484.9122,665.0398,17.725,-15471.9212,-14290.3258,-18248.6514,-11897.6355,-8709.6345,-1897.3476,-7332.6216,-5440.1714,-1590.3401,-1631.1332,-1937.1138,-1698.5832,-1401.7418,-1571.8227,0
25,810.4722967,1263.427972,206.8841767,-658.7565,1.3026,39.9578,61215.9304,-1784.2219,-453843.2707,16.6844,944.4053,1469.0538,1274.1029,752.245,455.9337,52.5774,-16335.9439,-11714.616,-15359.6777,-14385.9459,-11287.1378,-2327.2516,-5348.6147,-9321.2376,-4838.6379,-4015.9057,-3577.1059,-3002.6332,-2552.8343,-2305.789,1
25,804.3614238,1245.919469,201.4767249,-641.4674,3.1383,23.9128,62007.6262,-1769.037,-455996.0896,17.3833,1072.9083,1562.5939,1260.0785,812.0273,490.2328,38.7163,-15196.4342,-11405.2786,-14090.3028,-14175.6306,-9897.2057,-1756.4262,-5754.4853,-8751.9857,-4799.625,-3937.5681,-3460.0606,-2905.1703,-2404.0607,-2326.5288,1
25,826.78388,1246.041244,202.632543,-679.8679,1.4885,103.4189,58117.6884,-1799.7898,-448682.7317,19.016,667.0061,1418.7896,1237.9208,814.7511,434.1894,63.4139,-16646.6552,-10902.9231,-14441.2238,-14881.2392,-12451.6844,-2893.8051,-5064.4023,-8118.2441,-4304.1723,-3596.0184,-3205.4324,-2627.0064,-2134.6371,-1819.6575,1
26,669.014133,1174.987238,514.5112304,-658.6723,1.1179,9.6855,55578.2064,-1777.2788,-443752.2079,8.4172,705.8096,1274.3267,1110.0587,777.744,439.5268,15.8291,-18790.5977,-14972.0529,-14485.6388,-14928.9033,-10611.284,-2525.8332,-7087.1484,-8602.3795,-4202.3405,-3237.7401,-2785.9626,-2208.9488,-1780.2531,-1821.9104,0
26,677.4827905,1163.098258,1384.427055,-676.1395,0.54922,2.5984,53686.9263,-1787.6275,-441348.4041,18.2643,1000.738,1210.1456,1080.4377,739.7551,437.5473,23.2578,-19933.4446,-15308.5391,-14868.4315,-14516.8794,-11126.5522,-2688.439,-6437.8614,-8121.2064,-3990.7861,-3041.9832,-2408.6845,-1885.5237,-1526.9906,-1542.2412,0
26,670.6856014,1175.008835,4697.362106,-699.9285,1.6254,7.328,57816.704,-1817.5692,-447925.857,8.1659,1011.3624,1236.1868,1001.9295,846.6397,450.7942,7.2006,-19491.0725,-16495.5166,-13630.4131,-15108.985,-9876.1586,-2488.0711,-7915.8299,-9875.6166,-4975.045,-3904.2359,-3051.4309,-2447.1574,-1929.5509,-2010.6968,0
27,756.5340462,1417.004375,1149.692721,-507.8814,311.5928,138.4242,103163.5045,-1676.219,-508757.8228,2.65,489.9698,493.0478,322.8153,115.8173,113.7088,0.45088,-30867.9703,-26764.9992,-28289.2799,-21699.3091,-9269.7502,-8900.8383,-11930.0038,-9970.592,-4855.6541,-4089.0235,-3795.2245,-3880.6113,-3384.053,-3753.9102,0
27,715.5729384,1193.997104,1062.915898,-550.4393,2.4406,12.945,92794.2546,-1723.6205,-496040.4732,2.2278,355.98,425.0545,336.6234,102.8651,77.1256,0.23582,-32689.9332,-25914.3871,-28937.6198,-23864.0335,-10240.5456,-9110.4193,-12503.9197,-10038.7501,-4901.555,-4182.0845,-3839.3871,-3707.6198,-3323.8351,-3766.0618,0
27,762.9404581,1344.999001,133.3535001,-578.1696,4.2985,10.7326,113543.0321,-1769.63,-517553.089,3.9523,286.8623,368.9554,286.8397,88.4182,66.3384,0.40478,-33914.9278,-27138.7345,-29866.2107,-24358.4281,-9866.7214,-8513.2577,-11732.3046,-9591.8111,-4757.7264,-4172.1651,-3755.6674,-3774.0485,-3309.02,-3702.3206,0
28,864.9693581,1362.176576,285.9894153,-451.2159,5.8901,7.707,95142.7715,-1623.901,-497572.7258,49.8532,1289.65,1513.0999,1139.2693,798.3644,357.9785,0.79556,-14486.6439,-13627.7024,-14139.1314,-16594.4711,-13314.5377,-5124.7009,-10948.8014,-12482.3738,-5156.4308,-4501.8828,-4473.483,-3855.9114,-3116.7572,-2868.0436,1
28,880.352097,1281.766265,184.4050234,-441.0538,3.135,27.061,92184.6525,-1613.5977,-495590.719,31.0895,1175.0241,1245.5631,1255.2439,548.9181,187.9571,13.6831,-19328.5734,-13542.8704,-17418.6897,-19173.0021,-14934.1337,-5885.5277,-7093.3653,-11274.1792,-4934.8012,-4294.9279,-4204.4322,-3699.0278,-2924.3457,-2990.0941,1
28,846.1305313,1187.563068,186.014431,-468.4318,11.5588,103.6075,96643.9615,-1643.0801,-497832.0018,42.6806,1176.0404,1588.2861,1276.9923,700.2776,338.7419,4.2593,-13759.6674,-10218.2539,-16253.6847,-16194.7764,-15501.6718,-6097.6858,-8558.4315,-12375.897,-4936.2612,-4322.5775,-4354.7247,-3745.7497,-3071.205,-2914.4712,1
29,781.9396561,1243.13933,203.2443386,-684.8164,1.8177,15.7393,76712.1946,-1834.4697,-475480.826,32.637,1539.286,1469.4244,588.3158,373.8035,566.4475,0.67248,-16635.7368,-23182.4386,-21379.6142,-12816.1427,-6877.5006,-3759.4888,-14267.8382,-11978.2993,-6170.3488,-4770.0731,-3952.7055,-3288.0458,-2513.0972,-2513.3724,0
29,792.1360944,1247.660025,232.1709489,-727.3355,1.2909,11.5256,74978.6211,-1875.5544,-474306.0797,29.7039,1572.6099,1527.9974,667.9659,411.8775,599.0332,0.66838,-15362.9765,-22062.3337,-20671.2161,-12521.5849,-6710.7107,-3509.2077,-14379.9087,-11870.7446,-6082.9604,-4700.0963,-3892.0008,-3301.0638,-2738.3382,-2695.2093,0
29,783.3774451,1261.243526,5776.764401,-699.8366,3.1708,5.7299,78453.0091,-1854.2456,-479808.7435,24.887,1153.5811,1364.3836,619.2965,373.1761,466.7988,0.32756,-17607.6986,-21594.5035,-21540.4576,-14097.2917,-7491.4979,-4801.9258,-14560.4108,-11886.5365,-5117.698,-3900.0162,-3264.1567,-2599.4199,-1613.738,-1476.2999,0
30,724.5249656,1674.97345,245.6798161,-406.2034,19.3906,153.6484,64809.5818,-1536.5932,-452760.5103,3.2943,9.8316,23.7942,12.7832,11.3911,34.9794,1.2543,-55441.1239,-49964.0546,-40566.6026,-28004.0283,-13864.9097,-6575.5476,-11164.9541,-9655.1682,-4526.1553,-3870.3407,-3684.4769,-3805.3366,-3309.779,-3668.7532,1
30,389.772382,1465.623819,988.7515622,158.7919,4065.6196,13649.1657,107429.2797,-941.7402,-470873.0263,0.29757,1.3007,1.9329,15.5439,91.0189,205.7234,4.0132,-77888.545,-49289.8671,-29789.9577,-19599.9849,-13476.2818,-7609.7871,-9223.0716,-7949.1373,-4888.4725,-3999.9703,-3609.8015,-3834.552,-3373.1928,-3711.3245,1
30,352.3144672,1603.247951,931.4382932,-440.8754,4.0494,70.5361,74615.0832,-1586.7631,-472417.4565,0.4064,0.95132,1.8234,7.5716,65.3402,166.5793,0.42165,-73759.768,-52573.5384,-31639.5437,-20899.4202,-10851.8284,-6224.0582,-12009.326,-9958.8338,-4855.3646,-4099.9151,-3719.5881,-3920.1443,-3453.3958,-3635.1808,1
31,557.1360986,1162.064382,96.39414452,-749.2765,0.84091,11.191,23481.6541,-1772.2157,-368125.0767,1.2296,21.3919,40.0778,49.805,28.6578,11.2573,165.5202,-52370.8928,-41181.2429,-35710.9714,-34143.57,-17951.4827,-11254.209,-3494.0071,-2982.689,-6091.1676,-5205.0068,-4593.8264,-3815.0966,-3332.0246,-2528.6079,1
31,537.5451194,1149.860736,49.20209152,-763.6396,0.58703,18.6907,25568.8925,-1795.3265,-375071.559,3.8375,49.6291,85.5608,119.6171,92.0059,51.32,220.1578,-46090.2529,-35663.6894,-30224.5904,-26612.0688,-17378.2467,-9559.123,-2855.2693,-2765.2174,-6321.1308,-5445.4259,-4554.4477,-3867.4099,-3302.6645,-2521.0589,1
31,497.0193259,1143.824248,94.68463434,-717.1265,1.6668,13.7316,26209.7437,-1748.9737,-374571.1364,3.2486,50.0392,72.2185,93.4815,61.8204,25.379,243.3411,-47765.36,-36600.1451,-31171.4503,-29559.4529,-15334.7975,-9087.6217,-2652.0798,-2600.1475,-6129.674,-5275.6738,-4442.4307,-3808.6941,-3372.3994,-2502.383,1
32,440.9231134,1021.692717,236.9791879,-310.6829,467.0147,362.5878,29269.2389,-1326.4136,-370143.296,0.02354,1.5107,2.416,5.2067,8.1324,7.3362,20.2842,-73384.6124,-54985.6094,-42406.2867,-34419.1412,-18684.7223,-13710.4793,-6750.0527,-5657.5012,-6633.0096,-5532.194,-4864.5158,-4410.3663,-3660.2332,-4885.8794,1
32,428.3529439,1028.038162,285.9801349,-681.0263,21.9186,33.5151,24870.6772,-1708.3884,-373075.1601,0.072422,1.3342,4.5151,7.7287,9.1239,7.6379,59.5807,-69837.1259,-53684.8523,-43157.6225,-35861.8218,-20336.773,-13436.2768,-5069.5381,-4321.7744,-6557.4424,-5679.3516,-4893.0799,-4193.5435,-3691.0674,-4645.7337,1
32,450.3631168,965.5894818,1245.147793,-786.6707,1.9592,88.2029,23596.0171,-1802.4422,-366877.5429,0.067478,0.72645,3.0048,6.6599,9.2273,6.2762,23.5526,-71876.6343,-53983.5169,-41753.9752,-34998.5622,-20568.9938,-14065.2072,-6855.3706,-5438.684,-6929.1797,-5956.5802,-5284.5955,-4653.1416,-3994.0395,-5113.5305,1
33,606.791179,1110.548001,170.9431704,-878.3771,0.37691,11.8204,26827.4091,-1916.5805,-379748.25,3.5816,643.5529,1177.3343,1003.4963,843.4936,620.2741,266.458,-20849.3629,-11922.6915,-11422.2626,-12449.0152,-7065.0373,-7534.9634,-2060.5539,-2403.9331,-5463.8907,-4330.8515,-3565.5766,-2769.2064,-2166.7519,-2486.3605,0
33,639.9024307,1136.788295,183.7463595,-849.8614,0.39391,19.1257,25272.2854,-1884.8133,-375591.8388,4.6861,729.2279,1239.2795,1076.318,940.8683,324.8532,251.3856,-19525.8525,-13789.6106,-12301.1339,-17761.0531,-8369.2164,-8713.2986,-2512.6387,-2608.4762,-5817.8157,-4479.4187,-3661.9738,-2980.8226,-2188.305,-2559.1154,0
33,601.9135424,1120.17046,120.2606664,-867.0049,0.31493,3.3375,25697.947,-1897.0911,-375537.9399,6.6333,564.8604,1094.8466,1070.5181,933.0194,485.8982,265.8164,-21964.9385,-13374.1868,-11537.4379,-14378.1078,-7589.0436,-8520.7055,-2170.877,-2225.7593,-5704.0243,-4422.0145,-3494.0152,-2808.2415,-2251.6947,-2634.91,0
34,765.9630005,1207.837827,466.2155657,-540.3238,9.4935,3.587,70228.1429,-1681.3413,-466178.7989,9.658,916.4982,1150.8186,688.0259,501.1407,574.5671,4.8199,-20704.8817,-21398.9193,-18409.2756,-12697.0395,-5758.3018,-1898.4807,-9149.7919,-6782.6075,-1838.3122,-1165.6954,-1233.0661,-1988.9958,-1948.5446,-1858.7496,0
34,782.9541068,1103.993703,350.0997214,-565.0043,3.1376,7.0457,67582.7042,-1701.5151,-463782.6534,13.8866,1527.6437,1311.7026,770.3318,477.9428,425.142,1.2001,-17875.341,-20461.2135,-18450.4577,-14594.7551,-7825.0136,-2908.9866,-12407.1493,-10067.8766,-4821.04,-3410.9663,-2768.3003,-2655.7289,-2401.4373,-2175.8873,0
34,810.0884659,1283.531557,164.9093202,-596.6517,3.8532,8.8744,69600.1828,-1736.7276,-468086.8463,36.5294,1571.13,1443.91,917.1503,726.9917,618.4414,0.21057,-15735.3671,-18285.548,-14977.1958,-12250.5267,-7374.557,-2949.2614,-12955.4027,-10511.717,-5280.7971,-3865.7239,-3174.1033,-2839.4304,-2251.5035,-2236.613,0
35,677.7132705,1064.48583,218.8536034,-544.6295,1705.4527,3515.7331,91752.9118,-1707.0823,-487051.934,24.6983,599.3766,1329.1245,1226.3109,828.2331,758.5022,5.7282,-16943.3803,-10326.2911,-13754.3049,-10728.0432,-4993.5132,-3822.9573,-9061.8827,-6920.2085,-2762.8842,-2431.2119,-2467.0126,-1996.2486,-1612.3625,-1619.0629,1
35,683.6139969,1280.974313,106.1947342,-697.9944,2.8317,12.1571,85361.2289,-1860.2378,-486278.4406,34.2373,661.6901,1280.3947,1328.3847,793.0629,625.3888,4.1446,-18170.7983,-11154.5164,-14391.7862,-12263.5004,-5291.7466,-4088.7815,-9236.6352,-7163.3719,-3194.093,-2705.0839,-2525.1467,-2127.402,-1804.9721,-1559.0855,1
35,760.6155323,1087.30278,61.21697216,-635.6063,2.3483,8.6537,86304.0302,-1798.6798,-488762.3988,29.4884,933.7944,1160.6695,1206.5021,601.0637,540.4629,1.8278,-20931.7127,-14088.8425,-17495.606,-13079.7131,-6849.2513,-5503.4017,-10030.2915,-7881.0152,-3477.1551,-2895.5225,-2620.7587,-2359.465,-1957.5062,-1739.6931,1
36,771.3105398,1349.925769,576.0232886,-774.7686,0.92943,1.028,50954.9391,-1881.8053,-436680.167,44.727,805.1591,1212.6947,900.5479,280.7564,113.2264,12.7951,-19681.5591,-17575.8682,-22370.9443,-23200.6179,-15278.2734,-5120.6815,-7159.4204,-10766.4787,-5631.6509,-4857.1684,-4448.7582,-3679.935,-2955.0741,-2966.5001,1
36,796.0334782,1249.279557,330.2658293,-597.3737,4.1989,47.3503,47081.4172,-1696.1607,-429815.2893,72.9604,969.6853,1337.9128,558.1395,182.5051,102.4367,35.2477,-18040.2957,-23794.1723,-25879.0655,-22738.7715,-14726.8255,-5076.5128,-5943.2882,-10987.8891,-5148.8516,-4408.1106,-4034.5021,-3558.2224,-2904.1331,-2747.18,1
36,774.7045892,1290.951012,2533.43028,-681.8937,1.7189,25.6456,47585.4063,-1773.7289,-429342.2801,42.928,832.6662,1442.429,780.9514,288.6371,142.335,68.1353,-15000.6053,-20364.7661,-22441.5924,-21966.0842,-12923.647,-4097.8065,-4994.9117,-10505.4666,-5400.8193,-4511.8145,-3901.059,-3296.968,-2694.7345,-2408.2233,1
37,769.6772481,1279.806544,299.1940012,-510.6657,2209.2525,129.5436,71616.5823,-1618.4369,-446146.6686,28.077,1640.5874,-828.1789,475.5647,772.2607,449.4645,19.341,-10540.5068,-9042.1702,-14331.6648,-15212.9954,-11527.6378,-5111.5712,-6777.7729,-9036.0118,-5478.9213,-4478.8224,-3945.1262,-3507.3458,-3015.0037,-3906.6029,1
37,764.3061114,1307.102363,1139.571025,-716.2431,4.71,18.3855,46963.4604,-1811.0354,-431725.1462,17.657,1120.0507,1181.6422,1023.7096,423.2096,165.1857,19.534,-15304.3974,-16001.0542,-19645.9602,-20806.3481,-12790.5501,-6606.2588,-6700.1967,-8871.5949,-4975.5788,-4057.613,-3666.1038,-3370.4475,-2918.8021,-3618.6263,1
37,769.6772481,1279.806544,299.1940012,-510.6657,2209.2525,129.5436,71616.5823,-1618.4369,-446146.6686,28.077,1640.5874,-828.1789,475.5647,772.2607,449.4645,19.341,-10540.5068,-9042.1702,-14331.6648,-15212.9954,-11527.6378,-5111.5712,-6777.7729,-9036.0118,-5478.9213,-4478.8224,-3945.1262,-3507.3458,-3015.0037,-3906.6029,1
38,638.3440915,1254.533831,1168.410069,-775.3605,0.40541,1.6047,34893.7238,-1840.9563,-402271.5679,2.5487,241.9347,1108.409,1028.3714,835.3898,330.2139,265.9248,-20732.2929,-16669.6244,-13616.1103,-17469.724,-8142.9563,-5101.2036,-2319.291,-4504.7649,-5715.5369,-5207.8908,-4680.4314,-3964.6492,-3318.4587,-2514.8957,1
38,687.6965301,1248.107372,554.4890035,-785.8327,0.64583,12.8514,35768.3267,-1859.5569,-405285.3164,2.386,158.0913,1245.885,1017.6958,390.2115,170.7266,192.0115,-19339.9857,-16514.1128,-19834.5232,-21627.4623,-7871.159,-5894.5895,-3243.9473,-5598.9878,-6420.0143,-5725.727,-4881.2698,-4044.4677,-3359.8748,-2530.3652,1
38,674.9540225,1143.224435,225.0348377,-726.1131,0.42683,3.874,35940.4453,-1791.8336,-403244.4238,3.1491,114.6199,1201.3897,1035.5033,467.2493,228.7245,231.4678,-19889.6771,-16242.9329,-19294.0605,-19355.2977,-8420.0088,-5541.0341,-2791.9858,-5055.0481,-6195.5851,-5429.6765,-4751.0505,-3945.4357,-3449.7822,-2524.2192,1
39,505.744415,980.4504829,579.6347828,-813.4768,0.22909,22.8723,24618.6782,-1840.6228,-370255.9984,18.4274,248.9978,332.0827,484.338,496.6664,337.719,16.6034,-33756.7832,-23889.6624,-18116.8582,-16676.8137,-14190.083,-4784.5441,-6877.8872,-8899.5036,-5954.4767,-5530.545,-4708.4771,-3953.3844,-3340.6921,-2473.4504,1
39,594.5926223,1081.522977,518.1465821,-824.7058,0.64976,7.8254,26583.4668,-1861.9087,-378022.7957,14.8212,164.7447,399.0377,578.7735,392.2398,308.3888,148.3356,-31115.6215,-21810.5957,-20496.8241,-17114.3698,-11204.5751,-2306.1597,-3693.1146,-8615.495,-5782.7063,-5086.1368,-4471.3539,-3667.474,-3149.9701,-2476.8437,1
39,563.824833,1098.573865,252.3637459,-814.1081,0.43841,29.5274,25173.2116,-1844.9743,-371593.526,32.3128,187.7677,518.1973,634.8561,422.3261,307.014,28.3511,-28459.6318,-21067.18,-19184.8375,-16944.23,-12504.369,-4257.8473,-6189.5093,-9129.6431,-6095.2466,-5501.987,-4746.3351,-3821.4586,-3230.3153,-2483.6273,1
40,610.8974462,1103.040603,429.2081225,-729.5878,1.6526,16.0384,25445.8392,-1761.0782,-371988.8749,6.2276,143.8385,287.4667,348.8619,218.3749,60.3199,121.3024,-36433.8986,-27088.286,-23482.8031,-26510.056,-10699.0146,-10932.2939,-4067.2407,-3769.2732,-5060.139,-4311.0765,-4004.4087,-3758.874,-3173.4287,-3758.0118,1
40,618.7391255,1077.129396,221.3276865,-755.7475,0.90473,4.9724,25379.859,-1787.228,-372598.617,5.7995,438.4329,491.9726,600.6001,412.395,89.5109,167.0309,-32449.0198,-22945.6346,-19977.2721,-24161.6691,-7922.5136,-9416.997,-3467.5458,-3353.5695,-4688.5649,-3984.8341,-3854.6558,-3563.0985,-2966.1825,-3547.4503,1
40,613.9315994,1083.816464,159.4360084,-842.2943,0.38058,18.8927,25293.4703,-1873.8024,-372758.5231,13.0697,670.9412,646.2811,733.8964,513.9029,130.3828,146.0415,-29399.7648,-20860.3862,-18348.3993,-22518.064,-7312.7836,-9203.3497,-3727.802,-3479.3279,-5106.0271,-4337.4108,-3898.523,-3454.9089,-3034.3658,-3701.8996,1
41,961.004821,1516.925593,336.2783818,-543.277,1.435,5.7977,154839.0549,-1770.8418,-550261.6846,193.9879,1325.9939,880.38,388.3479,312.2447,58.6417,0.089206,-23462.8702,-24950.0761,-20629.6658,-26196.9217,-8199.6331,-20860.2612,-14221.7697,-10921.2492,-4035.3023,-3290.0127,-3063.6392,-3005.1315,-2522.6828,-2436.1246,0
41,914.7176391,1541.154437,683.2507667,-601.6468,1.1759,19.9373,161019.1095,-1832.9957,-554890.4961,326.9305,1169.9928,866.1175,246.6272,169.1773,31.1636,0.020675,-23550.1957,-27960.9007,-24294.5389,-28177.7333,-10360.1328,-22404.6435,-15455.5213,-12149.5338,-5275.0878,-3972.7837,-3366.7195,-2916.5004,-2589.3281,-2436.5776,0
41,927.5676558,1563.06072,160.0055033,-637.7139,1.0394,64.2514,175857.9724,-1878.1811,-563903.2532,434.6894,1615.0464,867.767,486.708,248.5161,47.1875,0.061858,-23828.7313,-22782.8301,-21924.9069,-25449.0437,-11503.7812,-23690.538,-15251.5316,-12006.1864,-5634.8126,-4381.3888,-3553.1597,-2970.0992,-2639.9909,-2699.486,0
42,599.833572,1264.511294,430.7127032,-429.4041,2057.1207,17359.9971,59199.5433,-1397.7029,-360275.0198,19.3624,242.4344,1145.4011,1221.4942,1003.3569,539.2765,106.5337,-20878.011,-11790.5551,-10679.969,-13566.0747,-9093.382,-5845.8785,-4239.871,-7913.4691,-4891.2776,-4879.3991,-4252.4921,-3719.4471,-3009.2053,-2871.7808,0
42,621.2649367,1253.140461,675.3574929,-520.5444,695.1475,15232.065,53953.9618,-1572.5135,-419290.177,18.3505,389.8999,1402.2306,1024.9018,1027.0848,478.7052,123.6744,-17312.5148,-10085.5249,-9549.467,-14488.303,-8879.7606,-5515.935,-4153.2195,-8671.7035,-5591.0195,-4644.704,-3931.7455,-3403.3355,-2810.7649,-2860.6107,0
42,599.7469003,1285.070312,354.834783,-667.4839,0.58019,23.4869,36760.5695,-1737.0544,-410536.4458,18.3216,316.3462,1187.4571,1045.2629,1000.6529,556.469,181.6093,-20377.725,-12081.279,-8914.2499,-13718.6112,-7308.6576,-5849.6601,-3340.4818,-5730.4837,-5104.7306,-4392.4689,-3691.2602,-3196.6151,-2651.5268,-2537.7495,0
43,583.9896319,990.3723054,280.622422,-611.7347,2.2375,15.478,50326.2344,-1718.9505,-433933.2098,2.4982,125.6157,869.1106,961.598,694.8078,566.5969,83.2036,-23580.3085,-16994.9564,-15558.1287,-13841.203,-9290.1592,-2636.4281,-4847.7793,-6639.3527,-5539.807,-4522.3631,-3874.468,-3596.3912,-3252.4518,-2474.2622,1
43,583.8923629,1005.06281,115.2333952,-702.7397,2.0647,7.9339,45928.2166,-1797.1583,-426691.1482,2.547,551.2709,1170.9735,1247.883,845.1286,696.5425,258.5008,-20389.5273,-12278.452,-13316.783,-11665.4115,-8766.374,-1323.4764,-2435.995,-7200.4779,-5471.1084,-4520.9169,-3953.57,-3658.3115,-3147.3749,-2506.471,1
43,552.4793694,962.4044902,79.68626367,-657.6531,2.9557,97.8758,47262.2658,-1752.933,-429708.387,3.003,455.0382,938.2962,1056.5446,702.6836,500.0856,229.9943,-23467.3915,-15374.5322,-16033.2669,-13879.3928,-9774.1433,-1218.9336,-2735.5168,-6944.1663,-4857.1348,-4227.5571,-3823.1142,-3566.7822,-3169.1976,-2507.1312,1
44,699.6057435,920.058828,149.4539925,-656.6036,3.2568,10.5944,39495.8344,-1732.4457,-411146.379,151.0907,447.506,1551.3204,940.3379,949.1903,376.4185,206.3083,-14693.2383,-14689.1755,-12132.6965,-16285.5103,-8850.6585,-4522.4137,-3116.0993,-6576.1107,-5457.6252,-4633.8806,-4170.8525,-3488.5021,-2956.1474,-2925.4754,1
44,640.2324964,1014.593622,1178.13835,-699.1167,1.0747,5.4836,38216.9232,-1776.6447,-410180.1398,103.1306,310.8482,1346.7413,1082.69,1069.5131,423.3878,214.9148,-18159.7832,-13091.3616,-10490.5262,-15825.2663,-8284.933,-4575.7535,-3003.8926,-6317.1213,-3416.4376,-2763.6713,-2720.5913,-2694.3785,-2791.6884,-2699.1829,1
44,658.6129272,963.4565436,832.3049647,-708.2123,0.97492,39.7946,37649.4772,-1783.3544,-408609.9004,33.2521,445.2047,1484.9575,1092.3283,1018.3233,426.505,252.2421,-16396.508,-13921.5055,-11339.3038,-15835.4221,-8229.731,-4131.5224,-2545.5348,-5746.0899,-4411.0763,-3907.8093,-3614.3908,-3235.9596,-2721.6548,-2599.1075,1
45,773.1425011,1304.09787,2117.057833,-758.3915,1.4095,10.2635,48441.6272,-1859.8238,-431583.8073,49.0583,1048.6452,1311.9905,785.3764,375.0479,275.7219,40.0119,-17895.9445,-19325.629,-22073.6507,-17951.3655,-11271.6197,-4537.151,-5656.0849,-11999.4553,-6870.4079,-5484.3584,-4432.0736,-3486.5048,-2763.2037,-2549.9819,0
45,767.2825387,1246.432203,261.2646752,-600.5212,7.4978,68.3358,43601.1911,-1691.5799,-421396.8272,35.3659,1195.8184,1194.5593,751.0607,364.4965,282.0189,112.6807,-19764.3145,-20576.0256,-21581.7108,-17916.4058,-9350.8779,-3944.9464,-4306.3396,-10255.656,-6622.2088,-5302.4304,-4177.3687,-3388.6535,-2782.3408,-2386.6235,0
45,751.6601458,1344.033103,1392.604372,-708.3229,1.755,19.3672,53448.7192,-1817.2364,-439308.8582,98.0347,994.2862,1186.4232,980.8311,479.8499,347.0399,15.2997,-20257.4441,-16708.7524,-19464.2879,-16929.9726,-12907.7558,-4262.4003,-6960.5427,-12315.3683,-6965.6953,-5638.2391,-4526.2891,-3507.5101,-2763.9211,-2561.4508,0
46,528.2442047,1124.088113,406.277151,-259.6064,2221.4517,1787.4588,41342.3812,-1277.2341,-377074.7211,6.3351,79.0509,134.6797,264.9558,315.0949,187.6704,231.4331,-43834.0968,-29688.4799,-22023.7007,-19996.6605,-12534.6962,-7146.1253,-2560.2255,-3287.2911,-4154.8065,-3819.0276,-3843.3806,-3567.6643,-3052.9551,-2534.5353,1
46,372.7483076,1045.018036,428.331097,-595.0714,23.6857,233.9187,25350.5629,-1629.553,-366244.2314,4.4774,58.964,116.5748,211.8866,258.437,166.5107,256.9515,-45289.396,-31635.0054,-23994.5663,-21909.0203,-11315.235,-7113.2939,-2123.0344,-2627.1991,-4012.7434,-3839.1989,-3800.7105,-3368.2461,-3043.3386,-2504.4995,1
